text,label,source
"The stimulus bill ""didnt create one new job.""",0,LIAR
The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,0,LIAR
"I could not stand her. She was just the most arrogant, conceded, stuck up person I ever met in my life. I could not ever talk to her about anything. It was every time I would talk to her she would talk about what her family did, or who her brother was, or what her cousins were doing, or it was just annoying. She was the, everybody hated her. I pooled a prank on her one time. Like I hated her. She just always was just about her her her. She never cared about anybody else. All her friends were the same way, very stuck up. It was just very like uhhh I just I just could not stand her.",0,MU3D
Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.,0,LIAR
The Arab Spring drove up gas prices.,1,LIAR
Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.,1,LIAR
"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",0,LIAR
"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.",0,LIAR
"Company may close, all because government essentially says if they dont hire a lifeguard to watch their workers, they cant stay open.",1,LIAR
"On our visit to Chicago, we chose the Hyatt due to its location in downtown, within walking distance to most major attractions, such as Sears Tower, Magnificent Mile, Grant/Millenium Parks, etc. Subway & bus stops very close by to travel to other locations in the city . Overall the hotel was very nice, clean, and at a great location. Was in a safe area. Went to beautiful Wrigley Field and Soldier Field and saw both teams play. I love Chicago and would defenitely stay here again! 
",1,Spam
"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.",0,LIAR
"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.",0,LIAR
While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,1,LIAR
"Four times, I said, he (John McCain)is a hero, but you know ... people choose selective pieces.",0,LIAR
"While President Obama says all options are on the table for preventing a nuclear Iran, Hagel says military action is not a viable, feasible, responsible option.",0,LIAR
"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",1,LIAR
Birthers have obtained a copy of Obamas Kenyan birth certificate.,0,LIAR
"In my home state, nearly one in five Floridians live in poverty.",1,LIAR
Says the reasoning behind Portlands high water and sewer rates is all kinds of pet projects unrelated to the core function of the water and sewer bureaus,0,LIAR
"All legislative mail, from the content to the timing, is approved by the speakers office.",0,LIAR
Every major city which has a center of poverty is run by Democrats. Every major city.,0,LIAR
Says the state budget includes spending on commercials for Fortune 500 companies.,1,LIAR
"As President George W. Bushs trade representative, Portman failed to address Chinas currency manipulation, which was inflated to as much as 40 percent in 2006.",0,LIAR
Americans admire Glenn Beck more than they admire the pope.,0,LIAR
The Earth is not warming.,0,LIAR
There are no tax increases in this debt limit bill. Period.,1,LIAR
On support for gay marriage.,1,LIAR
A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,1,LIAR
Says Romney flip-flopped on abortion.,1,LIAR
"In France, they have a (surveillance) program a thousandfold more invasive than the United States.",1,LIAR
"There’s this girl who I met my first year on campus. Um, for some reason I’ve never spoke to her, never had a conversation, nothing, just saw her by a couple times on campus, um, but for some reason just disliked me. Um, and I found out that it was for no apparent reason. Um, she was very nasty towards me, she made up lies, um, and just very dishonest for no reason.",1,MU3D
Recent data showed Nevada ranks 50th in the money received from the stimulus bill.,0,LIAR
"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.",0,LIAR
"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",1,LIAR
"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",1,LIAR
"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",1,LIAR
Portland Community College serves more students than all of the states universities combined.,0,LIAR
"Staying at this hotel was one of the high points of a last minute, budget Valentines weekend trip for my husband and me. We got a great rate -- $70 -- on Priceline. Close to the subway (red line) and we got from O'Hare to the hotel in less than an hour for $3.50 for both of us. We were able to check in more than 4 hours early. Room was great -- very clean, good closet space and fantastic bedding. Had one expensive drink at the Irish bar, but the bartender's advice on restaurants and clubs to check out made it worth the price. Concierge was helpful, too. Overall, service was terrific, room was great and staying there was a treat. I would stay there again any time, especially at that price. 
",1,Spam
"I called the reservations line to book a room at the beginning of December 2012 for a rate with a local corporation. When I first made the reservation I did not get an e-mail confirmation. I had to call again to get the e-mail and then saw that I was booked in a handicapped accessible room which i did not need as there was me, my wife and three year old. I called the reservation line and asked for a regular room which they said was impossible at the rate I was at, however for ten dollars more I can upgrade to a regular room. I then asked what if a disabled person needs the room and he said he could not help me. i told them to cancel the room. based on the reservation experience, I did not want to run into anymore trouble at this hotel.
",1,Spam
We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,0,LIAR
"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.",1,LIAR
"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",1,LIAR
"In order to pass the CRCT in Georgia, you simply have to get half of the answers correct.",1,LIAR
"Obama spent $7 billion to bring electricity to Africa, failed miserably.",0,LIAR
Rick Scott got a majority of the Hispanic vote in Florida.,0,LIAR
Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,1,LIAR
Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,0,LIAR
"Stayed here for two days while attending Lollopalooza music festival. One of the best locations in Chicago, on Michigan Ave near the Tribune and Sun-Times buildings. An easy walk or bus ride to many attractions. The King sized room was very nice, not large, but with a generous bathroom. Service was excellent throughout. Check out the awesome swimming pool, straight out of twenties. 
",1,Spam
"The James Hotel in Chicago was a huge let down. I was expecting a truly spectacular experience. On the website it appears to be an absolutely fabulous state of the art hotel. Well, my family's bad experience started right when we walked in the door. It turns out the room we had reserved had been given to someone else, and the man at the front desk was extremely rude. We had to wait for an hour for the house keeping service to prepare a new room for us. The room had an odd smell and we had to ask for towels and hand soap as they weren't already in the room. The one thing that was good about the place was the fabulous gym. All in all, I feel that we paid way too much for what we got. Next time I will look to stay somewhere else.
",1,Spam
Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.,0,LIAR
"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",0,LIAR
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,0,LIAR
"I had a large, roomy, clean 2 bed room with a large bathroom, big minibar snack assortment and was tucked away nicely in the corner so that there was no hall noise. Customer Service here was absolutely incredible, from the doorman to the front desk, to the gentleman who delivered my toothpaste to my room when I requested it. Sure, you get a little outside noise, but it is a big city, that is not unusual! I really enjoyed my stay here and strongly recommend it. 
",1,Spam
"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",0,LIAR
"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.",1,LIAR
University of Texas students signed a petition seeking the legal right to abort newborn babies up to five-years-old.,1,LIAR
Over 20 percent of the electorate is Hispanic in Florida.,1,LIAR
"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",1,LIAR
More than 72 percent of children in the African-American community are born out of wedlock.,1,LIAR
The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.,1,LIAR
Women in Florida make 83 cents for every dollar a man makes.,1,LIAR
Says Edward Snowden could have gotten all of the protections of being a whistleblower.,0,LIAR
"This is a beautiful hotel with a great view of the Chicago River and a short walk to all the best places to visit in the city! I had an unbelievably pleasant and relaxing stay with an in-room massage and fantastic room service. If you're looking for a vacation in Chicago and want to experience the best the city has to offer as well as live in luxury and comfort, I highly recommend this hotel and I would definitely come again!
",1,Spam
He has never voted for a federal restriction on gun ownership.,1,LIAR
Says the Koch brothers funded the fight to let flood insurance premiums soar ... Now theyre spending millions to buy a Senate seat for Bill Cassidy so he can fight for them.,0,LIAR
"Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",1,LIAR
Says the University of Texas can afford to build a medical school because it has a $7 billion endowment and its football program had a $50 million profit last year.,1,LIAR
"Great location in Chicago downtown. The staff is professional and warm. The room is spacious and clean. Nice complimentartry breakfast. I will definitely stay here again next time in Chicago.
",1,Spam
Gwinnett County government has made significant cutbacks in staffing.,1,LIAR
"IMO the Amalfi doesnt come close to justifying the glowing comments on TA. This is basically a Holiday Inn. Half of the rooms overlook an alley / loading dock. The hotel is not more than 6 or 7 flors high and the garbage pick up woke me up daily at 5 am. At 530, when you are just nodding off again, they begin setting up for the complimentary breakfast. This is a continental buffet on every floor next to the elevator bank. Any room within 100 feet of the elevators will hear the noise. Reception was a bit tacky and the 'staff' was a little rough around the edges. I didn't see a single business travellers while I was there. Valet parking was expensive (usual for Chicago) but was very slow. Just ok. Explore other options.
",1,Spam
"Says the stimulus bill sent tax credits overseas, such as tens of millions of dollars to build traffic lights in China.",0,LIAR
"Live cats have holes drilled into their skulls, posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",1,LIAR
"Expanding Medicaid would require borrowing more money, drastically expanding our deficit.",1,LIAR
"Great building and location, but... staff is indifferent, you have to pay for WiFi (after $300 usd/night I would expect at least free WiFi), no pool in the building and something I found really annoying is that, if you move anything from the minibar, they have sensors that automatically charge you. This is ridicoulus.The iPod dock in the room didn't work. Also, we had to move thenightstand between beds and found dirt all over. Definitely is not value for your money. You're just paying for the Hard Rock brand. I will never go back to a Hard Rock Hotel.
",1,Spam
Gangs have increased by 40 percent since this president was elected.,1,LIAR
President Barack Obama has doubled the size of government since he took office.,0,LIAR
New Jersey has the largest transit system in the entire country.,1,LIAR
Mark Warners record is one of acting against the Keystone XL pipeline.,0,LIAR
Small businesses (are) going out of business in record numbers.,0,LIAR
"Somebody that I actually don’t like, ay, for real though, this person get on my nerves. Like when I used to see them all the time I used to just get mad, like, why are you talking to me? Like what are you doing? Get out of my face. But, I mean, I just avoid that person at all, at all costs. Like he’s just a waste of my time. I don’t want to see him, I don’t want to talk to him, I don’t want to hear him, I don’t want to hear about him. Generally, like, I just avoid this person. They always would try to be friends, like, but they know I don’t talk to them. Like once a friend cross your back, they not my friend no more.",1,MU3D
I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,1,LIAR
Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,1,LIAR
"I stayed here August 20 through 23rd with my sixteen year old son and we thoroughly enjoyed this hotel. The price was very reasonable for a hotel located right on Michigan Avenue. The front desk and concierge service was excellent and enhanced our stay by making it easy for us to plan fun activities. The John Entwistle theme on our floor was a nice touch. Any of you single fathers out there can appreciate how difficult it can be to take a fun affordable vacation with your children and The Hard Rock Hotel in Chicago really helped me accomplish just that! 
",1,Spam
Rhode Island voters are moving away from the Democratic party to non-affiliation,0,LIAR
PolitiFact Texas gave a David Dewhurst TV ad a Pants-on-Fire rating as an outrageous lie.,1,LIAR
Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,1,LIAR
"In Texas public schools, we spend an average of $12,000 per pupil per year.",0,LIAR
"Spent a wonderful night at the Amalfi with friends. The evening reception was very nice and the staff was very attentive. Breakfast was a plus, rooms were cozy and very clean. Would not hesitate to go back again. 
",1,Spam
"This guy I know is a really great guy, really dependable, whatever you need he’s got it for you.  For example I was driving up to Chicago one day and I blew a flat tire uh and uh I called him first because I knew he’d be able to come help me out so as soon as I called he said hey no problem and he drove all the way up there to the to uh the middle of Ohio and helped me out with no problem didn’t even ask for any money at all really nice guy so um whatever um like I said if I need him or anything like that he’s always there for me.  ",0,MU3D
"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",0,LIAR
Washington has incentivized the militarization of local police precincts.,1,LIAR
Montana Democratic Sen. Jon Tester is the largest recipient of lobbyist money.,1,LIAR
"If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.",1,LIAR
"Under those eight years before (Barack)Obama came along, we didnt have any successful radical Islamic terrorist attack in the United States since Sept. 11, 2001.",0,LIAR
"My company was hosting a seminar at the Millennium Knickerbocker Hotel in Chicago, IL. Each participant of the seminar stayed in one of the luxurious rooms at the hotel. My room had an incredible view of downtown Chicago and the styles of the rooms were very modern. My husband was able to stay back in the room and enjoy the large flat screen television while I attended the seminar in one of the hotels meeting rooms. On Saturday night, my company held a ball in the Crystal Ballroom. The food was excellent, the hotel chefs were the best. The servers were polite and were right there to fill up our drinks or bring us more food at the dinner. Our overall stay at Millennium Knickerbocker Hotel will be forever in my memory. It was a fun filled weekend with great food, clean rooms, excellent maid service and all the hotel personnel were polite and willing to fulfill our every need and want! We will definitely be staying here again! 
",1,Spam
"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",1,LIAR
A strong majority of Americans support the Keystone XL pipeline.,1,LIAR
"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",1,LIAR
On opposing legislation that would take away existing health care plans.,1,LIAR
"Says that data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels.",1,LIAR
"When we were stranded in Chicago for two days since our flight home was canceled, our airline put us in touch with hotels.com who found us the room at the Sheraton Towers. After a long and frustrating day that ended up with us still in Chicago, arriving at the Sheraton was a joy. The entire staff was wonderful. The bell staff was great helping us (finally) let go of the heavy bags, Jonathan at check in was very helpful and had us in a room which he upgraded for us in no time. We enjoyed the location and the facilities of this property during our unexpected stay and would highly recommend this location to others. We can't say enough about the staff. If we are in Chicago in the future we will definitely return here! 
",1,Spam
Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,0,LIAR
92 percent of President Barack Obamas administration has never worked outside government.,0,LIAR
Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,1,LIAR
"The atmosphere at this hotel is truly remarkable; it has a very modern feel. The rooms were very well designed, and the beds are not your average hotel room beds by any means. The pillow top beds made an already relaxed and comfortable stay that much more enjoyable. 
",1,Spam
"When we held recent economic dialogues with China, we agreed on over 100 different things including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.",0,LIAR
"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",1,LIAR
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",1,LIAR
DUI arrests dropped significantly in Tampa once Uber began operating here.,1,LIAR
Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,1,LIAR
Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,0,LIAR
"Says scientists predict sometime in the future, an event that will kill somewhere between 80 and 90 million people.",1,LIAR
Says it will cost $220 per square foot in hard construction costs to rebuild Portland Public high schools.,1,LIAR
After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.,0,LIAR
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",1,LIAR
"Me and my husband stayed in the Allegro Hotel Chicago for 4 days 3 nights recently. We got a room with a king size bed.. Although the room is small, we got no problems with that as there was enough space for our luggages & all. However, we felt that the bed is not exactly comfortable, the bed sheets kinda feel rough to us. The walls are really thin and we could hear our neighbours talking and occasionally the flushing sound. 1 of the days, our room was not cleaned till afternoon and so we went to check with the front desk and was told that we got to request for our room to be cleaned which was a shock to us as we thought that like all hotels, rooms are cleaned except when you put on the no disturb sign. The worst is upon returning to the hotel at night, we found a bag of our garbage in the room and it was right next to our luggage. The housekeeping people must have forgotten to take it out after cleaning our bins. This is unacceptable to us. The hotel is in the theatre district and it is rather quiet at night. Although it is near the CTA trains, i would rec one to stay somewhere close to the magnificent mile where its lively at night or hotels near the chicago river so that you can get a great view. Am staying again at a Kimpton hotel in San Fran next month and i am contemplating if i should change! Overall, not a good experience and i wouldnt choose this hotel again if i were to head to Chicago again!
",1,Spam
I have never asked for nor received a single earmark or pork barrel project for my state.,0,LIAR
You lie! (in response to President Obama saying health reform would not insure illegal immigrants.),0,LIAR
Gov. Lincoln Chafee has imposed a mandatory abortion fee on all Rhode Islanders who buy health insurance through the states Obamacare exchange.,1,LIAR
Says aWHO proposal portrays milk and dairy products as an obstacle to a healthy start in life.,0,LIAR
An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused.,0,LIAR
"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.",1,LIAR
Providences port is 200 miles closer to Europe than any other Eastern port.,0,LIAR
Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,1,LIAR
The majority last quarter of Sherrod Browns campaign contributions came from outside of the state of Ohio.,0,LIAR
Our median household income in 2013 was the highest in the nation.,1,LIAR
"The Swissotel Chicago is a very mediocre hotel, the service is always poor, and the room service food always comes cold, unless it's supposed to be cold than it comes warm. I would rather stay at a super 8 than this place again.
",1,Spam
"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",0,LIAR
"The Geneva Convention did not apply, until 2005, to the war on terror.",1,LIAR
Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,0,LIAR
Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,0,LIAR
One year today since #GOP took control of the House and no new jobs.,0,LIAR
Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.,1,LIAR
"The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.",0,LIAR
"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.",0,LIAR
"The Buffett rule raises virtually no money, maybe a day and a half of our borrowing per year.",1,LIAR
"Says New Jerseys $1 billion horse racing industry employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.",1,LIAR
"She lives across the hall. She’s pretty loud, um most of the time I’ll be up late studying and I can hear her just hooting and hollering in her room, both of our doors are closed, so that’s just really frustrating trying to get work done at night when you know it’s a little bit inconsiderate how loud she is, it could be you know one, two, three in the morning, can still hear her just laughing and not really you know everyone else is trying to sleep or study and um sometimes you know she always likes to have the last word, really always likes to um have her input and sometimes it’s not necessary, sometimes she just says things they don’t really make sense but she just wants her voice heard so it’s kind of annoying sometimes.",0,MU3D
"Since Scott Walker took office as governor in January 2011, there has been an increase of 33,200 jobs in Wisconsin.",0,LIAR
Says Hillary Clinton lied about why her parents named her Hillary.,1,LIAR
President Obama has added $4 billion in debt every day.,1,LIAR
"This hotel was not at all what I expected it would be. The website and it's pictures portray the hotel in a much better condition than it is actually in. The amenities were not what I was looking for, and the price of the hotel was not a good value for what was offered there. My AAA membership did not get me a very good discount like it does at most hotels. The staff was not very friendly or helpful when I had questions about the area, and they were not very prompt when responding to requests. I understand that there were a lot of guests staying there while I was there, but they need to have more staff on hand if they cannot provide their hotel guests with quality service. I don't think I will be staying at this hotel again anytime soon.
",1,Spam
"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",1,LIAR
The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.,1,LIAR
"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.",1,LIAR
On whether President Obamas speeches to school children spread socialist ideology.,0,LIAR
"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",0,LIAR
"If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.",0,LIAR
"You know, we spent $3-million to study the DNA of bears in Montana.",1,LIAR
College tuition rates in Texas jumped by 55% since 2003.,1,LIAR
Says five Democratic state senators were for her bicycle tailgating bill before they were against it.,1,LIAR
"Every general City of Milwaukee employee pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.",1,LIAR
Our debt is already bigger than our economy.,1,LIAR
"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",1,LIAR
Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.,0,LIAR
"During my stay at the Hilton Chicago it has been quite unpleasant. How so you might ask? Well ill tell you, the towels where scratchy and the service was terrible and by terrible I mean they weren't even at the desk when I checked in. Also, When I ordered my breakfast, lunch, and dinner from room service I received the wrong order for all meals and felt a little sick after lunch. Finally, The bill was charging me for stuff I didn't want or ask for. But overall the hotel was very bad and unpleasant for me and others. I give it a half a star.
",1,Spam
"We really enjoyed our brief stay at the Millennium Knickerbocker! From the front desk personnel and bellmen to the housekeeping staff and bartender, everyone we met was helpful and welcoming. Our 11th-floor room was clean and beautiful, and the view looking north to the Drake Hotel and apartments across the street was nice. The in-room coffee service was appreciated, too. There isn't a lot of room in the bathroom for your toiletries, but I'd still take a room in a beautiful older hotel with character over a spacious-but-cookie-cutter room any day! 
",1,Spam
"John McCain has ""a consistent pattern of ducking important environmental votes.""",0,LIAR
"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",0,LIAR
Teachers will not be able to return to work after raising their children.,0,LIAR
Says businesses already pay most of the taxes.,1,LIAR
Says he was endorsed by theValley News newspaper.,0,LIAR
Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,1,LIAR
"In reality, there have been no problems whatsoever with the Texas voter ID law.",0,LIAR
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,1,LIAR
The president is advocating a drone strike program in America.,0,LIAR
He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,1,LIAR
I don't answer hypotheticals.,1,LIAR
"Not worth the price! I had the unfortunate experience of staying in the Hilton Homewood Suites in downtown Chicago. I stayed there with my family while we were on vacation. I wish I would have saved my money and went somewhere else. With a hotel this expensive, you think that they might throw in some bonuses your way, like complimentary parking. Not a chance. In addition to the $259 price tag, I also had to pay $30 for parking, per night. If I had stayed at the Motel 6, parking would have been free. The staff there were not very nice at all. When I registered, the lady at the counter acted like helping me was interfering with her internet chat time. She was very rude to me. Perhaps she was having a bad day or something, but I doubt it. After I arrived in my room, my key card didn't work, and I had to go back downstairs to get it fixed (once again, interrupting her precious free time with some actual work). The rooms had some nice features, like kitchen appliances and a flat screen television. I didn't go on vacation to cook though. The television didn't get very many channels, and you had to pay if you wanted to watch any of their movies (of course). I tried logging into Facebook to say hello to my friends from the hotel room, but the 'complimentary' internet access was so slow that it was hardly worth using. I get a better connection at Starbucks. They offer a complimentary dinner and breakfast, but it's nothing to write home about. I've had better food at McDonald's. The food was pretty cold, and the choices are very limited. Traffic around the hotel was hideous. This hotel is downtown, and you can definitely tell. There are a bunch of one-way streets around, which makes getting in and out confusing. The room was pretty clean, but you can say that about a lot of hotels in a wide variety of price ranges. If you're looking for a hotel in Chicago, I'd say save some money and go somewhere else. I've had better stays at the Best Western and many other hotels that cost less.
",1,Spam
"I have stayed at the James a few times, it is my go to hotel in Chicago. This last trip makes me think it is time to start looking for other options. The Good: Location is awesome, just off Michigan Ave, Trader Joe's across street for some healthier snacking. It is a great location, easy to walk most anywhere. The door staff are very friendly and helpful. The overall feeling is modern, upbeat. Turn down service with cookie is nice. Free Wifi (which worked to varying degrees throughout stay) The Bad: They claim to be a 4.5 star hotel, which to me, means better then a 4 star and online with a 5 star (without a pool). They used to have Kiehls toiletries and now have 'Harmony' brand. Additionally, they now have the large bottles attached to the wall which you get to share with the other guests that stayed in the room before you. It is what I would expect from Holiday Inn or my gym, but not a 4.5 star hotel. I asked about the switch (mainly because when I booked they still had Kiehls in website description) and they claimed that the reason they went the communal bottle route was to be 'green'. That is hard to believe, as it's not like the hotel is making other efforts to be green (they still have incandescent light bulbs, housekeeping leaves the lights and radio on when they do turn down, they don't recycle in room, etc). They are obviously trying to cut costs, and it shows. More: the rooms are in need of some updating, they are looking somewhat tired. My third floor room was quite loud with the motorcyclers trying to prove their manhood out front (not their fault). Don't take the stairs (as the stairwell is straight out of horror movie), even though the wait for one of the two elevators might be awhile. The phone staff was fairly rude (granted, they didn't like me questioning their toiletry change). I feel bad giving such a low rating, but it really did not come close to my expectations (from previous stays there). I will start trying out new hotels in the area.
",1,Spam
The president released all of the oil from the Strategic Oil Reserve.,0,LIAR
"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1,LIAR
"The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.",0,LIAR
"The Amalfi Hotel Chicago is perfect for a romantic get-away. My husband and I spent a weekend away from the kids there and I must say, we were impressed by the staff and the accomodations. We especially enjoyed the in-room spa service. I recommend the Amalfi to anyone wanting a nice hotel in the downtown Chicago area (you are within walking distance of shopping) with great customer service and luxury accomodations!
",1,Spam
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,0,LIAR
Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,1,LIAR
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,1,LIAR
SaysGary Johnson and the Libertarian Party want to get rid of the public school system.,1,LIAR
"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything.",0,LIAR
"I was visiting relatives in Chicago and wanted to stay in a hotel that emphasized luxury and was also environmentally friendly, and the Talbott seemed to fit the bill. I also couldn't help but notice all the positive reviews online. I figured I couldn't go wrong and I am happy to report the positive reviews are true. First of all check in was a breeze. I love their online reservation system. It was easy to use and the information presented was quick and accurate. Once I arrived in Chicago I was greeted by Tim at the door and I immediately felt like wanted and liked. The receptionist was very polite and when she heard I was visiting Chicago for the first time, she upgraded my Deluxe King to an Executive King. Score! The room was just as advertised, luxurious and convenient. It was also exceptionally clean and this is very important to me because I am paranoid of germs and bed bugs. Most importantly though, I got a good night's sleeep because the bed and pillows were super soft, but firm enough to help support my back. I also used the Equinox Fitness Club and, wow, what a club. This is another great amenity of the Talbott and easily beats other hotels skimpy workout centers. My check-out was quick, easy, and painless. This hotel gets my highest recommendation. The facilities are immaculate and modern with the recent upgrade, the staff is ultra-friendly and competent, and the location was perfect for my needs. 
",1,Spam
"Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported arent criminals.",1,LIAR
Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,1,LIAR
Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.,0,LIAR
The Foreign Intelligence Surveillance Court is transparent.,0,LIAR
"I found my stay at the Hotel Monaco - Chicago to be less than satisfactory. They lure you in with a fancy website, promising the world and more, but their services and amenities turned out to be a facade. The pictures on the website show a grand five-star lobby and one would assume the rooms match, but when I received my room (which by the way I could barely afford) I found it to be no more luxurious than my local Motel 6. They mention that they are 'pet friendly'. Let me tell you, that is code for 'smelly'. There was a faint urine smell throughout the entire hotel and I was awake all night because of the incessant barking. Would not stay again.
",1,Spam
"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.",1,LIAR
"On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.",1,LIAR
"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",1,LIAR
